release date,title,production budget,domestic budget,worldwide gross,domestic gross,negative,positive
14-Apr-23,Beau is Afraid,"$35,000,000","$8,176,562","$11,177,681",$0,2839,3282
21-Apr-23,Big George Foreman: The Miraculous Story of the…,"$32,000,000","$5,426,772","$5,703,197",$0,1030,1478
28-Apr-23,"Are You There God? It’s Me, Margaret","$30,000,000","$20,372,406","$21,498,192",$0,248,441
3-May-23,Guardians of the Galaxy Vol 3,"$250,000,000","$358,995,815","$845,468,744",$0,20574,17635
17-May-23,Fast X,"$340,000,000","$146,126,015","$714,588,307","$146,126,015",15396,16339
24-May-23,The Little Mermaid,"$250,000,000","$298,172,056","$568,345,048","$111,543,479",19614,22273
25-May-23,The Machine,"$20,000,000","$10,458,331","$10,656,936",$0,589,809
31-May-23,Spider-Man: Across the Spider-Verse,"$100,000,000","$381,593,754","$681,545,031","$381,593,754",18167,19043
2-Jun-23,Past Lives,"$12,000,000","$10,950,663","$27,198,632","$11,331,983",741,1127
6-Jun-23,Transformers: Rise of the Beasts,"$195,000,000","$157,341,749","$437,944,638","$157,066,392",24108,20453
13-Jun-23,The Flash,"$200,000,000","$108,167,507","$266,550,332",$0,12485,12463
14-Jun-23,Elemental,"$200,000,000","$154,426,697","$485,044,319","$154,426,697",8603,10571
15-Jun-23,No Hard Feelings,"$45,000,000","$50,452,282","$83,453,541","$50,452,282",949,973
28-Jun-23,Indiana Jones and the Dial of Destiny,"$300,000,000","$174,480,468","$381,408,656","$174,480,468",16119,11097
28-Jun-23,"Ruby Gillman, Teenage Kraken","$70,000,000","$15,753,600","$46,143,948",$0,2,0
4-Jul-23,Sound of Freedom,"$14,500,000","$184,178,046","$250,731,818","$184,178,046",319,393
5-Jul-23,Insidious: The Red Door,"$16,000,000","$82,156,962","$186,258,928","$82,156,962",1815,1911
11-Jul-23,Mission: Impossible Dead Reckoning Part One,"$290,000,000","$172,640,980","$566,644,143",$0,10428,13984
19-Jul-23,Barbie,"$151,000,000","$636,238,421","$1,433,432,829","$636,238,421",9120,9537
19-Jul-23,Oppenheimer,"$100,000,000","$329,862,540","$966,991,739","$329,862,540",13373,14406
26-Jul-23,Haunted Mansion,"$157,750,000","$67,653,287","$114,797,989","$67,653,287",675,840
26-Jul-23,Talk To Me,"$4,250,000","$48,299,436","$92,181,818",$0,69,40
29-Jul-23,Meg 2: The Trench,"$129,000,000","$82,633,033","$394,299,160","$82,600,317",8320,6836
2-Aug-23,Teenage Mutant Ninja Turtles: Mutant Mayhem,"$70,000,000","$118,700,272","$180,329,865","$118,613,586",2136,2009
4-Aug-23,Strays,"$46,000,000","$23,988,885","$35,983,009","$23,988,885",671,603
9-Aug-23,The Last Voyage of the Demeter,"$45,000,000","$13,637,180","$20,397,648","$13,637,180",1264,1155
16-Aug-23,Blue Beetle,"$120,000,000","$72,541,501","$128,777,017","$72,488,072",15523,18787
15-Sep-23,Expend4bles,"$100,000,000","$16,710,153","$51,133,603","$16,710,153",4422,3339
15-Sep-23,Dumb Money,"$30,000,000","$13,919,484","$17,956,910","$13,925,356",478,374
21-Sep-23,PAW Patrol: The Mighty Movie,"$30,000,000","$65,343,309","$201,778,987","$65,231,360",2,0
27-Sep-23,The Creator,"$80,000,000","$40,774,679","$104,272,136","$40,774,679",2541,2744
27-Sep-23,Saw X,"$13,000,000","$53,607,898","$109,210,342","$53,607,898",4101,3990
4-Oct-23,The Exorcist: Believer,"$30,000,000","$65,537,395","$136,983,002","$65,537,395",7685,4146
12-Oct-23,Trolls Band Together,"$95,000,000","$102,996,915","$209,579,955","$102,996,915",2,0
18-Oct-23,Killers of the Flower Moon,"$200,000,000","$68,026,901","$156,582,148","$67,955,813",861,983
25-Oct-23,Five Nights at Freddy’s,"$20,000,000","$137,275,620","$297,185,186",$0,34062,33792
27-Oct-23,Priscilla,"$20,000,000","$20,864,910","$30,414,364","$20,960,939",722,591
3-Nov-23,Godzilla Minus One (ゴジラ最新作),"$15,000,000","$56,418,793","$104,355,741",$0,4779,5218
8-Nov-23,The Marvels,"$274,800,000","$84,500,223","$199,706,250","$84,500,223",24742,25769
10-Nov-23,Journey to Bethlehem,"$6,000,000","$6,820,796","$7,768,171","$6,820,796",132,229
15-Nov-23,The Hunger Games: The Ballad of Songbirds & Snakes,"$100,000,000","$166,350,594","$327,338,136","$166,350,594",7194,5097
16-Nov-23,Thanksgiving,"$15,000,000","$31,945,385","$46,044,880","$31,908,884",2180,1951
16-Nov-23,Next Goal Wins,"$10,000,000","$6,713,826","$17,930,585","$6,713,826",253,304
22-Nov-23,Wish,"$200,000,000","$63,973,821","$239,933,048","$63,973,821",2927,3800
22-Nov-23,Napoleon,"$200,000,000","$61,524,375","$218,039,159","$61,524,375",14660,13142
30-Nov-23,Occupied City,"$5,000,000",$0,"$151,716",$0,156,134
6-Dec-23,Wonka,"$125,000,000","$218,383,547","$631,039,761","$218,402,312",11834,11479
6-Dec-23,Migration,"$72,000,000","$127,223,310","$292,289,828","$127,099,570",2,0
14-Dec-23,Ferrari,"$95,000,000","$18,550,030","$40,712,490","$18,550,028",55,40
20-Dec-23,Aquaman and the Lost Kingdom,"$205,000,000","$124,481,226","$434,044,305","$124,481,226",1275,745
21-Dec-23,The Iron Claw,"$15,900,000","$35,611,828","$42,591,314","$35,070,296",2536,2823
22-Dec-23,Anyone But You,"$25,000,000","$88,293,175","$216,201,967","$88,300,200",323,224
10-Jan-24,Mean Girls,"$36,000,000","$72,404,248","$104,404,248","$86,058,055",3935,1599
11-Jan-24,Hanu Man,"$2,500,000","$2,300,000","$9,038,053",$0,6122,16357
31-Jan-24,Argylle,"$200,000,000","$45,207,275","$96,145,720","$45,141,990",1686,1985
14-Feb-24,Madame Web,"$80,000,000","$43,800,442","$97,720,397","$43,531,112",12147,8106
28-Feb-24,Dune: Part Two,"$190,000,000","$256,572,406","$630,230,610","$244,890,027",9852,11799
6-Mar-24,Kung Fu Panda 4,"$85,000,000","$155,473,935","$362,233,102","$130,937,355",2,0
6-Mar-24,Imaginary,"$13,000,000","$26,614,301","$33,800,872","$19,081,668",1076,795
7-Mar-24,Cabrini,"$50,000,000","$18,578,012","$19,248,122","$16,163,077",91,204
20-Mar-24,Ghostbusters: Frozen Empire,"$100,000,000","$78,551,681","$113,651,681","$98,144,177",2499,2598
27-Mar-24,Godzilla x Kong: The New Empire,"$135,000,000","$99,185,441","$213,968,569","$37,000,000",34951,26102
